,base,clouds,cod,coord,dt,id,main,name,rain,snow,sys,timezone,visibility,weather,wind
119,model,{'all': 86},200,"{'lon': 53.67, 'lat': 54.07}",1572928944,467260,"{'temp': 272.64, 'pressure': 1023, 'humidity': 79, 'temp_min': 272.64, 'temp_max': 272.64, 'sea_level': 1023, 'grnd_level': 997}",Yermekeyevo,,,"{'country': 'RU', 'sunrise': 1572924770, 'sunset': 1572957896}",18000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.3, 'deg': 209}"
120,stations,{'all': 20},200,"{'lon': -71.08, 'lat': 19.55}",1572928945,3496831,"{'temp': 296.99, 'pressure': 1015, 'humidity': 94, 'temp_min': 295.37, 'temp_max': 298.15}",Mao,,,"{'type': 1, 'id': 7076, 'country': 'DO', 'sunrise': 1572950823, 'sunset': 1572991724}",-14400,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.05, 'deg': 106}"
121,stations,{'all': 20},200,"{'lon': 138.93, 'lat': 34.7}",1572928946,1852357,"{'temp': 290.01, 'pressure': 1013, 'humidity': 48, 'temp_min': 287.59, 'temp_max': 292.15}",Shimoda,,,"{'type': 1, 'id': 8070, 'country': 'JP', 'sunrise': 1572901666, 'sunset': 1572940074}",32400,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.6, 'deg': 50}"
122,stations,{'all': 20},200,"{'lon': 74.49, 'lat': 15.34}",1572928946,1273574,"{'temp': 297.66, 'pressure': 1019, 'humidity': 83, 'temp_min': 297.15, 'temp_max': 298.15}",Vaini,,,"{'type': 1, 'id': 9229, 'country': 'IN', 'sunrise': 1572915570, 'sunset': 1572957102}",19800,6000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 2.6, 'deg': 50}"
123,model,{'all': 100},200,"{'lon': 135.83, 'lat': 46.45}",1572928947,2013279,"{'temp': 271.33, 'pressure': 1007, 'humidity': 77, 'temp_min': 271.33, 'temp_max': 271.33, 'sea_level': 1007, 'grnd_level': 930}",Vostok,,{'3h': 0.19},"{'country': 'RU', 'sunrise': 1572903764, 'sunset': 1572939463}",36000,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 3.3, 'deg': 244}"
124,model,{'all': 0},200,"{'lon': 125.41, 'lat': -8.93}",1572928948,1651810,"{'temp': 301.3, 'pressure': 1008, 'humidity': 45, 'temp_min': 301.3, 'temp_max': 301.3, 'sea_level': 1008, 'grnd_level': 904}",Airai,,,"{'country': 'TL', 'sunrise': 1572901706, 'sunset': 1572946523}",32400,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.8, 'deg': 134}"
125,stations,{'all': 56},200,"{'lon': -16.54, 'lat': 14.69}",1572928949,2249901,"{'temp': 300.15, 'pressure': 1011, 'humidity': 39, 'temp_min': 300.15, 'temp_max': 300.15}",Gat,,,"{'type': 1, 'id': 2410, 'country': 'SN', 'sunrise': 1572937377, 'sunset': 1572978990}",0,8000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.1, 'deg': 60}"
126,model,{'all': 55},200,"{'lon': 109.34, 'lat': -0.02}",1572928949,1630789,"{'temp': 305.2, 'pressure': 1007, 'humidity': 58, 'temp_min': 305.2, 'temp_max': 305.2, 'sea_level': 1007, 'grnd_level': 1006}",Pontianak,{'3h': 2.75},,"{'country': 'ID', 'sunrise': 1572906163, 'sunset': 1572949780}",25200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 1.96, 'deg': 213}"
127,stations,{'all': 97},200,"{'lon': -81.63, 'lat': 44.18}",1572928950,5992144,"{'temp': 279.59, 'pressure': 1013, 'humidity': 82, 'temp_min': 278.15, 'temp_max': 281.48}",Kincardine,{},,"{'type': 3, 'id': 2009394, 'country': 'CA', 'sunrise': 1572869219, 'sunset': 1572905588}",-18000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.89, 'deg': 299, 'gust': 1.79}"
128,model,{'all': 100},200,"{'lon': 150.8, 'lat': -2.57}",1572928951,2094342,"{'temp': 299.39, 'pressure': 1004, 'humidity': 86, 'temp_min': 299.39, 'temp_max': 299.39, 'sea_level': 1004, 'grnd_level': 1004}",Kavieng,{'3h': 4.13},,"{'country': 'PG', 'sunrise': 1572896043, 'sunset': 1572939999}",36000,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 9.38, 'deg': 210}"
129,model,{'all': 100},200,"{'lon': 105.33, 'lat': 32.99}",1572928951,7372400,"{'temp': 280.69, 'pressure': 1015, 'humidity': 97, 'temp_min': 280.69, 'temp_max': 280.69, 'sea_level': 1015, 'grnd_level': 852}",Weihe,{'3h': 1.19},,"{'country': 'CN', 'sunrise': 1572909573, 'sunset': 1572948295}",28800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.47, 'deg': 150}"
130,model,{'all': 94},200,"{'lon': 22.13, 'lat': -30.97}",1572928952,1014034,"{'temp': 298.14, 'pressure': 1014, 'humidity': 18, 'temp_min': 298.14, 'temp_max': 298.14, 'sea_level': 1014, 'grnd_level': 871}",Carnarvon,,,"{'country': 'ZA', 'sunrise': 1572924747, 'sunset': 1572973058}",7200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.95, 'deg': 20}"
131,model,{'all': 96},200,"{'lon': 21.84, 'lat': -18.36}",1572928953,933077,"{'temp': 300.29, 'pressure': 1014, 'humidity': 40, 'temp_min': 300.29, 'temp_max': 300.29, 'sea_level': 1014, 'grnd_level': 903}",Shakawe,{'3h': 0.19},,"{'country': 'BW', 'sunrise': 1572925880, 'sunset': 1572972065}",7200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.3, 'deg': 81}"
132,model,{'all': 3},200,"{'lon': 39, 'lat': -13.13}",1572928955,1037125,"{'temp': 300.95, 'pressure': 1017, 'humidity': 56, 'temp_min': 300.95, 'temp_max': 300.95, 'sea_level': 1017, 'grnd_level': 961}",Montepuez,,,"{'country': 'MZ', 'sunrise': 1572922147, 'sunset': 1572967560}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.21, 'deg': 124}"
133,model,{'all': 100},200,"{'lon': 105.86, 'lat': 32.43}",1572928955,1806466,"{'temp': 284.21, 'pressure': 1016, 'humidity': 92, 'temp_min': 284.21, 'temp_max': 284.21, 'sea_level': 1016, 'grnd_level': 901}",Guangyuan,{'3h': 0.31},,"{'country': 'CN', 'sunrise': 1572909394, 'sunset': 1572948220}",28800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 0.57, 'deg': 266}"
134,model,{'all': 88},200,"{'lon': 29.44, 'lat': -3.97}",1572928957,423549,"{'temp': 298.17, 'pressure': 1015, 'humidity': 52, 'temp_min': 298.17, 'temp_max': 298.17, 'sea_level': 1015, 'grnd_level': 891}",Rumonge,,,"{'country': 'BI', 'sunrise': 1572925075, 'sunset': 1572969221}",7200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 0.69, 'deg': 141}"
135,stations,{'all': 75},200,"{'lon': 152.91, 'lat': -31.43}",1572928957,2152659,"{'temp': 291.74, 'pressure': 1011, 'humidity': 49, 'temp_min': 289.26, 'temp_max': 294.82}",Port Macquarie,,,"{'type': 1, 'id': 9573, 'country': 'AU', 'sunrise': 1572893333, 'sunset': 1572941696}",39600,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 9.8, 'deg': 210, 'gust': 15.4}"
136,model,{'all': 63},200,"{'lon': 44.38, 'lat': 14.3}",1572928958,69559,"{'temp': 287.68, 'pressure': 1018, 'humidity': 38, 'temp_min': 287.68, 'temp_max': 287.68, 'sea_level': 1018, 'grnd_level': 760}",Yarim,,,"{'country': 'YE', 'sunrise': 1572922725, 'sunset': 1572964400}",10800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.66, 'deg': 65}"
137,model,{'all': 100},200,"{'lon': 101.77, 'lat': 36.62}",1572928958,1788852,"{'temp': 279.46, 'pressure': 1014, 'humidity': 55, 'temp_min': 279.46, 'temp_max': 279.46, 'sea_level': 1014, 'grnd_level': 758}",Xining,,{'3h': 0.19},"{'country': 'CN', 'sunrise': 1572910781, 'sunset': 1572948796}",28800,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 1.31, 'deg': 161}"
138,model,{'all': 82},200,"{'lon': 121.63, 'lat': 63.75}",1572928960,2013392,"{'temp': 254.56, 'pressure': 1026, 'humidity': 88, 'temp_min': 254.56, 'temp_max': 254.56, 'sea_level': 1026, 'grnd_level': 1006}",Vilyuysk,,,"{'country': 'RU', 'sunrise': 1572911067, 'sunset': 1572938976}",32400,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.06, 'deg': 290}"
139,stations,{'all': 40},200,"{'lon': -157.84, 'lat': 21.44}",1572928960,5856516,"{'temp': 299, 'pressure': 1011, 'humidity': 51, 'temp_min': 296.48, 'temp_max': 301.15}",Ahuimanu,,,"{'type': 1, 'id': 7877, 'country': 'US', 'sunrise': 1572885363, 'sunset': 1572926025}",-36000,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.6, 'deg': 220}"
140,stations,{'all': 100},200,"{'lon': 19.24, 'lat': -34.42}",1572928961,3366880,"{'temp': 290.41, 'pressure': 1011, 'humidity': 68, 'temp_min': 289.26, 'temp_max': 292.59}",Hermanus,,,"{'type': 3, 'id': 2003650, 'country': 'ZA', 'sunrise': 1572925098, 'sunset': 1572974094}",7200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.79, 'deg': 32, 'gust': 4.02}"
141,stations,{'all': 75},200,"{'lon': 141.67, 'lat': 43.93}",1572928962,2128382,"{'temp': 279.15, 'pressure': 1009, 'humidity': 70, 'temp_min': 279.15, 'temp_max': 279.15}",Rumoi,,,"{'type': 1, 'id': 7993, 'country': 'JP', 'sunrise': 1572902026, 'sunset': 1572938399}",32400,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'speed': 1}
142,model,{'all': 100},200,"{'lon': -137.51, 'lat': 60.75}",1572928963,5969025,"{'temp': 264.88, 'pressure': 1029, 'humidity': 97, 'temp_min': 264.88, 'temp_max': 264.88, 'sea_level': 1029, 'grnd_level': 887}",Haines Junction,,{'3h': 0.13},"{'country': 'CA', 'sunrise': 1572885804, 'sunset': 1572915826}",-28800,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 2.47, 'deg': 17}"
143,model,{'all': 18},200,"{'lon': -73.83, 'lat': -41.87}",1572928963,3899695,"{'temp': 281.55, 'pressure': 1022, 'humidity': 79, 'temp_min': 281.55, 'temp_max': 281.55, 'sea_level': 1022, 'grnd_level': 1017}",Ancud,,,"{'country': 'CL', 'sunrise': 1572946555, 'sunset': 1572997312}",-10800,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.61, 'deg': 289}"
144,stations,{'all': 98},200,"{'lon': 42.5, 'lat': 18.22}",1572928964,110690,"{'temp': 286.71, 'pressure': 1028, 'humidity': 46, 'temp_min': 285.15, 'temp_max': 288.15}",Abha,,,"{'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1572923457, 'sunset': 1572964570}",10800,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.9, 'deg': 204}"
145,model,{'all': 100},200,"{'lon': 102.37, 'lat': 35.77}",1572928965,1791522,"{'temp': 274.62, 'pressure': 1014, 'humidity': 94, 'temp_min': 274.62, 'temp_max': 274.62, 'sea_level': 1014, 'grnd_level': 728}",Lamu,,{'3h': 0.56},"{'country': 'CN', 'sunrise': 1572910551, 'sunset': 1572948738}",28800,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]","{'speed': 1.54, 'deg': 210}"
146,stations,{'all': 100},200,"{'lon': -7.17, 'lat': 62.16}",1572928966,2610343,"{'temp': 275.15, 'pressure': 1013, 'humidity': 93, 'temp_min': 275.15, 'temp_max': 275.15}",Vestmanna,,,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1572941475, 'sunset': 1572970394}",0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.6, 'deg': 20}"
147,stations,{'all': 75},200,"{'lon': -149.87, 'lat': -17.57}",1572928966,4034438,"{'temp': 299.96, 'pressure': 1011, 'humidity': 78, 'temp_min': 299.82, 'temp_max': 300.15}",Haapiti,,,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1572880762, 'sunset': 1572926801}",-36000,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 3.1, 'deg': 60}"
148,stations,{'all': 0},200,"{'lon': -0.29, 'lat': 27.87}",1572928967,2508813,"{'temp': 292.15, 'pressure': 1015, 'humidity': 39, 'temp_min': 292.15, 'temp_max': 292.15}",Adrar,,,"{'type': 1, 'id': 1098, 'country': 'DZ', 'sunrise': 1572934483, 'sunset': 1572974084}",3600,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 170}"
149,model,{'all': 52},200,"{'lon': -12.83, 'lat': 10.08}",1572928971,2419533,"{'temp': 294.52, 'pressure': 1013, 'humidity': 88, 'temp_min': 294.52, 'temp_max': 294.52, 'sea_level': 1013, 'grnd_level': 963}",Galle,,,"{'country': 'GN', 'sunrise': 1572936165, 'sunset': 1572978421}",0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.42, 'deg': 52}"
150,stations,{'all': 100},200,"{'lon': 167.69, 'lat': -46.13}",1572928971,2180815,"{'temp': 285.37, 'pressure': 1009, 'humidity': 86, 'temp_min': 285.37, 'temp_max': 285.37}",Tuatapere,{'3h': 0.38},,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1572888046, 'sunset': 1572939889}",46800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.58, 'deg': 225, 'gust': 6.71}"
151,model,{'all': 0},200,"{'lon': 79.55, 'lat': 22.09}",1572928972,1256826,"{'temp': 299.79, 'pressure': 1013, 'humidity': 53, 'temp_min': 299.79, 'temp_max': 299.79, 'sea_level': 1013, 'grnd_level': 947}",Sivani,,,"{'country': 'IN', 'sunrise': 1572914850, 'sunset': 1572955392}",19800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.87, 'deg': 35}"
152,model,{'all': 0},200,"{'lon': -3.98, 'lat': 22.68}",1572928973,2450173,"{'temp': 294.38, 'pressure': 1015, 'humidity': 28, 'temp_min': 294.38, 'temp_max': 294.38, 'sea_level': 1015, 'grnd_level': 993}",Taoudenni,,,"{'country': 'ML', 'sunrise': 1572934951, 'sunset': 1572975387}",0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.97, 'deg': 74}"
153,stations,{'all': 90},200,"{'lon': -76.9, 'lat': 34.88}",1572928974,4470244,"{'temp': 292.44, 'pressure': 1024, 'humidity': 72, 'temp_min': 289.15, 'temp_max': 295.15}",Havelock,,,"{'type': 1, 'id': 5098, 'country': 'US', 'sunrise': 1572867059, 'sunset': 1572905477}",-18000,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.1, 'deg': 130}"
154,model,{'all': 0},200,"{'lon': -170.99, 'lat': 65.58}",1572928975,4031637,"{'temp': 269.96, 'pressure': 1028, 'humidity': 70, 'temp_min': 269.96, 'temp_max': 269.96, 'sea_level': 1028, 'grnd_level': 1023}",Lavrentiya,,,"{'country': 'RU', 'sunrise': 1572982229, 'sunset': 1573008276}",43200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.98, 'deg': 340}"
155,stations,{'all': 20},200,"{'lon': 41.92, 'lat': 64.29}",1572928976,533418,"{'temp': 265.15, 'pressure': 1006, 'humidity': 92, 'temp_min': 265.15, 'temp_max': 265.15}",Lukovetskiy,,,"{'type': 1, 'id': 8922, 'country': 'RU', 'sunrise': 1572930452, 'sunset': 1572957853}",10800,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2, 'deg': 240}"
156,model,{'all': 58},200,"{'lon': 112.47, 'lat': 63.01}",1572928976,2025456,"{'temp': 254.29, 'pressure': 1030, 'humidity': 84, 'temp_min': 254.29, 'temp_max': 254.29, 'sea_level': 1030, 'grnd_level': 988}",Chernyshevskiy,,,"{'country': 'RU', 'sunrise': 1572912998, 'sunset': 1572941443}",32400,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.62, 'deg': 327}"
157,model,{'all': 89},200,"{'lon': -56.83, 'lat': -26.98}",1572928977,3437029,"{'temp': 295.01, 'pressure': 1005, 'humidity': 97, 'temp_min': 295.01, 'temp_max': 295.01, 'sea_level': 1005, 'grnd_level': 992}",San Patricio,{'3h': 5.37},,"{'country': 'PY', 'sunrise': 1572944052, 'sunset': 1572991654}",-10800,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.39, 'deg': 153}"
158,stations,{'all': 20},200,"{'lon': 15.63, 'lat': 78.22}",1572928978,2729907,"{'temp': 262.15, 'pressure': 1016, 'humidity': 61, 'temp_min': 262.15, 'temp_max': 262.15}",Longyearbyen,,,"{'type': 1, 'id': 1663, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.2, 'deg': 140}"
159,model,{'all': 100},200,"{'lon': 78.37, 'lat': 65.96}",1572928978,1488414,"{'temp': 263.93, 'pressure': 1008, 'humidity': 93, 'temp_min': 263.93, 'temp_max': 263.93, 'sea_level': 1008, 'grnd_level': 1005}",Urengoy,,{'3h': 1.88},"{'country': 'RU', 'sunrise': 1572922409, 'sunset': 1572948400}",18000,,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]","{'speed': 10.65, 'deg': 168}"
160,stations,{'all': 100},200,"{'lon': -6.59, 'lat': 62.23}",1572928979,2618795,"{'temp': 275.15, 'pressure': 1013, 'humidity': 93, 'temp_min': 275.15, 'temp_max': 275.15}",Klaksvik,,{'3h': 0.12},"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1572941359, 'sunset': 1572970231}",0,10000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 3.6, 'deg': 20}"
161,model,{'all': 0},200,"{'lon': 31.07, 'lat': -18.01}",1572928980,1106542,"{'temp': 296.36, 'pressure': 1019, 'humidity': 31, 'temp_min': 296.36, 'temp_max': 296.36, 'sea_level': 1019, 'grnd_level': 864}",Chitungwiza,,,"{'country': 'ZW', 'sunrise': 1572923691, 'sunset': 1572969822}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.04, 'deg': 87}"
162,model,{'all': 0},200,"{'lon': 12.92, 'lat': 18.69}",1572928980,2446796,"{'temp': 297.46, 'pressure': 1015, 'humidity': 20, 'temp_min': 297.46, 'temp_max': 297.46, 'sea_level': 1015, 'grnd_level': 964}",Bilma,,,"{'country': 'NE', 'sunrise': 1572930592, 'sunset': 1572971633}",3600,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.49, 'deg': 102}"
163,stations,{'all': 20},200,"{'lon': 72.64, 'lat': 10.57}",1572928981,1267390,"{'temp': 302.15, 'pressure': 1013, 'humidity': 74, 'temp_min': 302.15, 'temp_max': 302.15}",Kavaratti,,,"{'type': 1, 'id': 9701, 'country': 'IN', 'sunrise': 1572915682, 'sunset': 1572957877}",19800,6000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.2, 'deg': 360}"
164,model,{'all': 100},200,"{'lon': 147.27, 'lat': -2.02}",1572928982,2092164,"{'temp': 301.19, 'pressure': 1006, 'humidity': 67, 'temp_min': 301.19, 'temp_max': 301.19, 'sea_level': 1006, 'grnd_level': 1006}",Lorengau,{'3h': 0.19},,"{'country': 'PG', 'sunrise': 1572896927, 'sunset': 1572940809}",36000,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 8.15, 'deg': 183}"
165,stations,{'all': 90},200,"{'lon': -134.42, 'lat': 58.3}",1572928983,5554072,"{'temp': 279, 'pressure': 1023, 'humidity': 87, 'temp_min': 278.71, 'temp_max': 279.15}",Juneau,{'1h': 0.76},,"{'type': 1, 'id': 7729, 'country': 'US', 'sunrise': 1572884392, 'sunset': 1572915754}",-32400,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.31, 'deg': 56}"
166,model,{'all': 99},200,"{'lon': 161.3, 'lat': 68.75}",1572928983,2126199,"{'temp': 262.51, 'pressure': 1022, 'humidity': 83, 'temp_min': 262.51, 'temp_max': 262.51, 'sea_level': 1022, 'grnd_level': 1020}",Cherskiy,,,"{'country': 'RU', 'sunrise': 1572903984, 'sunset': 1572927018}",39600,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.52, 'deg': 119}"
167,stations,{'all': 75},200,"{'lon': -8.4, 'lat': 51.89}",1572928984,2965139,"{'temp': 281.84, 'pressure': 1002, 'humidity': 81, 'temp_min': 280.93, 'temp_max': 282.59}",Mahon,{},,"{'type': 1, 'id': 1563, 'country': 'IE', 'sunrise': 1572939276, 'sunset': 1572973184}",0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.8, 'deg': 340}"
168,model,{'all': 100},200,"{'lon': 80.55, 'lat': 73.51}",1572928985,1507390,"{'temp': 256.69, 'pressure': 1013, 'humidity': 84, 'temp_min': 256.69, 'temp_max': 256.69, 'sea_level': 1013, 'grnd_level': 1012}",Dikson,,,"{'country': 'RU', 'sunrise': 1572928225, 'sunset': 1572941537}",25200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.67, 'deg': 170}"
169,stations,{'all': 20},200,"{'lon': 82, 'lat': 16.58}",1572928985,1278935,"{'temp': 302.15, 'pressure': 1013, 'humidity': 74, 'temp_min': 302.15, 'temp_max': 302.15}",Amalapuram,,,"{'type': 1, 'id': 9225, 'country': 'IN', 'sunrise': 1572913855, 'sunset': 1572955211}",19800,5000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.1, 'deg': 350}"
170,model,{'all': 92},200,"{'lon': 167.72, 'lat': -45.41}",1572928986,2181625,"{'temp': 283.21, 'pressure': 1008, 'humidity': 97, 'temp_min': 283.21, 'temp_max': 283.21, 'sea_level': 1008, 'grnd_level': 954}",Te Anau,{'3h': 0.81},,"{'country': 'NZ', 'sunrise': 1572888146, 'sunset': 1572939774}",46800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 1.19, 'deg': 142}"
171,model,{'all': 100},200,"{'lon': -49.67, 'lat': 61.99}",1572928987,3421193,"{'temp': 276.48, 'pressure': 991, 'humidity': 66, 'temp_min': 276.48, 'temp_max': 276.48, 'sea_level': 991, 'grnd_level': 980}",Paamiut,,,"{'country': 'GL', 'sunrise': 1572951639, 'sunset': 1572980631}",-10800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.29, 'deg': 27}"
172,stations,{'all': 100},200,"{'lon': 18.42, 'lat': -33.93}",1572928987,3369157,"{'temp': 291.36, 'pressure': 1013, 'humidity': 72, 'temp_min': 290.37, 'temp_max': 292.59}",Cape Town,,,"{'type': 1, 'id': 1899, 'country': 'ZA', 'sunrise': 1572925345, 'sunset': 1572974241}",7200,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'speed': 1}
173,model,{'all': 100},200,"{'lon': -51.1, 'lat': 69.22}",1572928988,3423146,"{'temp': 269.01, 'pressure': 1003, 'humidity': 71, 'temp_min': 269.01, 'temp_max': 269.01, 'sea_level': 1003, 'grnd_level': 986}",Ilulissat,,,"{'country': 'GL', 'sunrise': 1572955444, 'sunset': 1572977512}",-10800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.61, 'deg': 64}"
174,stations,{'all': 91},200,"{'lon': 116.14, 'lat': -33.96}",1572928989,2075807,"{'temp': 296.2, 'pressure': 1024, 'humidity': 44, 'temp_min': 295.93, 'temp_max': 296.48}",Bridgetown,,,"{'type': 3, 'id': 2020551, 'country': 'AU', 'sunrise': 1572901904, 'sunset': 1572950775}",28800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.24, 'deg': 233, 'gust': 4.47}"
175,stations,{'all': 63},200,"{'lon': 153.24, 'lat': -28.95}",1572928989,2160063,"{'temp': 296.57, 'pressure': 1007, 'humidity': 18, 'temp_min': 293.71, 'temp_max': 300.15}",Codrington,,,"{'type': 1, 'id': 9537, 'country': 'AU', 'sunrise': 1572893484, 'sunset': 1572941386}",39600,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.7, 'deg': 250, 'gust': 13.9}"
176,stations,{'all': 20},200,"{'lon': 87.76, 'lat': 69.35}",1572928991,1497337,"{'temp': 256.15, 'pressure': 1021, 'humidity': 77, 'temp_min': 256.15, 'temp_max': 256.15}",Kayerkan,,,"{'type': 1, 'id': 8951, 'country': 'RU', 'sunrise': 1572922097, 'sunset': 1572944205}",25200,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8, 'deg': 170}"
177,model,{'all': 0},200,"{'lon': 27.24, 'lat': -29.82}",1572928991,932614,"{'temp': 295.37, 'pressure': 1018, 'humidity': 41, 'temp_min': 295.37, 'temp_max': 295.37, 'sea_level': 1018, 'grnd_level': 853}",Mafeteng,,,"{'country': 'LS', 'sunrise': 1572923629, 'sunset': 1572971723}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.06, 'deg': 7}"
